homeTeam,awayTeam,leagueName,seasonStartDate,referee,homeGoal,awayGoal,homeFault,awayFault,homeShotsOnGoal,awayShotsOnGoal,date,homeCorner,awayCorner,homeRedCard,awayRedCard,homeYellowCard,awayYellowCard,homePosession,awayPosession,homeTotalPass,awayTotalPass,homeShotsOffGoal,awayShotsOffGoal
Sporting,Maritimo,Primeira Liga,18-06-2020,Gigi,5,1,25,13,6,1,19-05-2021,4,3,0,0,3,1,53,47,494,391,9,4
